kick_distance,roof,surface,half_seconds_remaining,score_differential,wind_speed_mph,wind_dir,humidity_pct,weather_type,temp_f,fg_made
53.0,outdoors,grass,364.0,-1.0,8.0,WEST,60.0,clear,69.0,0
48.0,outdoors,grass,1197.0,7.0,6.0,NORTHERLY,70.0,clear,66.0,1
28.0,outdoors,grass,360.0,-17.0,6.0,NORTHERLY,70.0,clear,66.0,1
37.0,outdoors,grass,240.0,7.0,6.0,NORTHERLY,70.0,clear,66.0,0
60.0,outdoors,grass,4.0,21.0,0.0,CALM,60.0,rain,82.0,0
62.0,outdoors,grass,3.0,0.0,0.0,CALM,60.0,rain,82.0,0
29.0,outdoors,grass,230.0,0.0,0.0,CALM,60.0,rain,82.0,1
43.0,outdoors,fieldturf,892.0,0.0,13.0,WNW,58.0,cloudy,55.0,1
23.0,outdoors,fieldturf,93.0,3.0,13.0,WNW,58.0,cloudy,55.0,1
43.0,outdoors,fieldturf,4.0,-6.0,13.0,WNW,58.0,cloudy,55.0,1
29.0,outdoors,fieldturf,1168.0,-3.0,13.0,WNW,58.0,cloudy,55.0,0
48.0,outdoors,fieldturf,810.0,3.0,13.0,WNW,58.0,cloudy,55.0,1
34.0,dome,fieldturf,1621.0,0.0,,,,other,,1
33.0,dome,fieldturf,1364.0,3.0,,,,other,,1
32.0,dome,fieldturf,519.0,3.0,,,,other,,1
24.0,dome,fieldturf,175.0,16.0,,,,other,,1
49.0,outdoors,grass,1297.0,0.0,9.0,NORTH,43.0,clear,71.0,1
38.0,outdoors,grass,817.0,-3.0,9.0,NORTH,43.0,clear,71.0,1
57.0,outdoors,grass,2.0,-7.0,9.0,NORTH,43.0,clear,71.0,0
23.0,outdoors,grass,765.0,6.0,9.0,NORTH,43.0,clear,71.0,1
26.0,outdoors,grass,107.0,-9.0,9.0,NORTH,43.0,clear,71.0,1
35.0,outdoors,grass,667.0,-6.0,8.0,E,59.0,clear,58.0,1
36.0,outdoors,grass,459.0,3.0,8.0,E,59.0,clear,58.0,1
39.0,outdoors,grass,382.0,6.0,8.0,E,59.0,clear,58.0,1
32.0,outdoors,grass,114.0,9.0,8.0,E,59.0,clear,58.0,1
33.0,outdoors,grass,3.0,12.0,8.0,E,59.0,clear,58.0,1
47.0,outdoors,grass,1577.0,15.0,8.0,E,59.0,clear,58.0,0
50.0,outdoors,grass,1242.0,-15.0,8.0,E,59.0,clear,58.0,1
49.0,outdoors,grass,216.0,-3.0,8.0,E,59.0,clear,58.0,1
48.0,outdoors,grass,5.0,0.0,8.0,E,59.0,clear,58.0,1
53.0,outdoors,grass,4.0,0.0,5.0,NE,47.0,other,84.0,1
27.0,outdoors,grass,1062.0,10.0,5.0,NE,47.0,other,84.0,1
27.0,outdoors,grass,328.0,-7.0,5.0,NORTH,49.0,clear,48.0,1
58.0,outdoors,grass,3.0,-11.0,5.0,NORTH,49.0,clear,48.0,1
48.0,outdoors,grass,1547.0,0.0,8.0,WEST,61.0,clear,53.0,1
34.0,outdoors,grass,1436.0,-3.0,8.0,WEST,61.0,clear,53.0,0
43.0,outdoors,grass,1092.0,3.0,8.0,WEST,61.0,clear,53.0,1
39.0,outdoors,grass,323.0,1.0,8.0,WEST,61.0,clear,53.0,0
46.0,outdoors,grass,11.0,6.0,8.0,WEST,61.0,clear,53.0,0
33.0,outdoors,grass,1237.0,-1.0,8.0,WEST,61.0,clear,53.0,1
37.0,outdoors,grass,802.0,-5.0,8.0,WEST,61.0,clear,53.0,1
48.0,outdoors,grass,712.0,2.0,8.0,WEST,61.0,clear,53.0,1
41.0,outdoors,grass,40.0,-11.0,8.0,WEST,61.0,clear,53.0,1
52.0,outdoors,grass,1148.0,0.0,12.0,WNW,39.0,cloudy,63.0,1
36.0,outdoors,grass,73.0,3.0,12.0,WNW,39.0,cloudy,63.0,1
48.0,outdoors,grass,10.0,-6.0,12.0,WNW,39.0,cloudy,63.0,1
45.0,outdoors,grass,1358.0,-3.0,12.0,WNW,39.0,cloudy,63.0,1
37.0,outdoors,grass,540.0,-7.0,12.0,WNW,39.0,cloudy,63.0,1
53.0,outdoors,grass,79.0,-11.0,12.0,WNW,39.0,cloudy,63.0,1
28.0,dome,astroturf,981.0,0.0,,,,other,,1
60.0,dome,astroturf,9.0,-10.0,,,,other,,0
38.0,dome,astroturf,230.0,26.0,,,,other,,1
31.0,outdoors,grass,1160.0,-7.0,6.0,EAST,23.0,other,96.0,1
22.0,outdoors,grass,479.0,-4.0,6.0,EAST,23.0,other,96.0,1
29.0,outdoors,grass,195.0,-1.0,6.0,EAST,23.0,other,96.0,1
46.0,outdoors,grass,3.0,-9.0,6.0,EAST,23.0,other,96.0,1
37.0,outdoors,grass,722.0,13.0,6.0,EAST,23.0,other,96.0,1
44.0,outdoors,fieldturf,1442.0,0.0,5.0,NE,87.0,cloudy,65.0,1
27.0,outdoors,fieldturf,291.0,4.0,5.0,NE,87.0,cloudy,65.0,1
33.0,outdoors,fieldturf,57.0,7.0,5.0,NE,87.0,cloudy,65.0,1
50.0,outdoors,fieldturf,771.0,24.0,5.0,NE,87.0,cloudy,65.0,0
43.0,outdoors,fieldturf,235.0,24.0,5.0,NE,87.0,cloudy,65.0,1
29.0,dome,astroturf,1055.0,0.0,,,,other,,1
39.0,dome,astroturf,504.0,4.0,,,,other,,1
22.0,dome,astroturf,19.0,7.0,,,,other,,1
23.0,dome,astroturf,681.0,4.0,,,,other,,1
47.0,dome,astroturf,566.0,0.0,,,,other,,1
38.0,dome,fieldturf,1636.0,0.0,10.0,SSW,71.0,other,76.0,0
50.0,dome,fieldturf,1378.0,0.0,10.0,SSW,71.0,other,76.0,1
28.0,dome,fieldturf,460.0,-3.0,10.0,SSW,71.0,other,76.0,1
30.0,dome,fieldturf,1.0,0.0,10.0,SSW,71.0,other,76.0,1
31.0,dome,fieldturf,803.0,-10.0,10.0,SSW,71.0,other,76.0,1
29.0,outdoors,grass,3.0,-21.0,3.0,NNW,78.0,cloudy,69.0,1
33.0,outdoors,grass,1129.0,11.0,3.0,NNW,78.0,cloudy,69.0,1
50.0,outdoors,grass,1264.0,14.0,17.0,WEST,57.0,clear,60.0,1
34.0,outdoors,grass,345.0,-3.0,17.0,WEST,57.0,clear,60.0,1
41.0,outdoors,grass,168.0,0.0,17.0,WEST,57.0,clear,60.0,1
31.0,outdoors,grass,5.0,-3.0,17.0,WEST,57.0,clear,60.0,1
48.0,outdoors,grass,549.0,0.0,17.0,WEST,57.0,clear,60.0,0
51.0,outdoors,grass,1094.0,7.0,13.0,EAST,87.0,other,75.0,1
20.0,outdoors,grass,687.0,-10.0,13.0,EAST,87.0,other,75.0,1
31.0,outdoors,grass,402.0,-7.0,13.0,EAST,87.0,other,75.0,0
42.0,outdoors,grass,1691.0,0.0,10.0,,94.0,rain,55.0,0
22.0,outdoors,grass,1393.0,-7.0,10.0,,94.0,rain,55.0,1
47.0,outdoors,grass,645.0,-4.0,10.0,,94.0,rain,55.0,0
49.0,outdoors,grass,14.0,-4.0,10.0,,94.0,rain,55.0,0
28.0,outdoors,grass,1543.0,4.0,10.0,,94.0,rain,55.0,1
34.0,outdoors,grass,827.0,-14.0,10.0,,94.0,rain,55.0,1
52.0,outdoors,grass,900.0,-7.0,10.0,,0.0,cloudy,62.0,1
32.0,outdoors,grass,152.0,3.0,10.0,,0.0,cloudy,62.0,1
51.0,outdoors,fieldturf,17.0,0.0,5.0,,68.0,cloudy,70.0,1
22.0,outdoors,fieldturf,855.0,3.0,5.0,,68.0,cloudy,70.0,1
28.0,outdoors,fieldturf,74.0,-1.0,5.0,,68.0,cloudy,70.0,1
24.0,outdoors,grass,1443.0,0.0,5.0,S,10.0,clear,73.0,1
26.0,outdoors,grass,378.0,-4.0,5.0,S,10.0,clear,73.0,1
47.0,outdoors,grass,5.0,0.0,5.0,S,10.0,clear,73.0,1
38.0,outdoors,fieldturf,1641.0,0.0,16.0,N,72.0,clear,59.0,0
27.0,outdoors,fieldturf,900.0,7.0,16.0,N,72.0,clear,59.0,1
42.0,outdoors,fieldturf,7.0,-17.0,16.0,N,72.0,clear,59.0,1
33.0,outdoors,fieldturf,493.0,-1.0,16.0,N,72.0,clear,59.0,1
37.0,outdoors,fieldturf,189.0,-2.0,16.0,N,72.0,clear,59.0,1
33.0,outdoors,grass,920.0,0.0,7.0,N,86.0,clear,71.0,1
51.0,outdoors,grass,1526.0,3.0,7.0,N,86.0,clear,71.0,1
44.0,outdoors,grass,389.0,14.0,3.0,SOUTH,64.0,clear,63.0,1
37.0,outdoors,grass,1436.0,17.0,3.0,SOUTH,64.0,clear,63.0,1
25.0,outdoors,grass,1209.0,-20.0,3.0,SOUTH,64.0,clear,63.0,1
50.0,outdoors,fieldturf,1709.0,0.0,8.0,SW,84.0,clear,63.0,0
50.0,outdoors,fieldturf,1092.0,0.0,8.0,SW,84.0,clear,63.0,1
35.0,outdoors,fieldturf,112.0,-11.0,8.0,SW,84.0,clear,63.0,1
45.0,outdoors,fieldturf,1242.0,8.0,8.0,SW,84.0,clear,63.0,1
40.0,outdoors,fieldturf,814.0,-11.0,8.0,SW,84.0,clear,63.0,1
23.0,dome,fieldturf,900.0,28.0,,,68.0,other,74.0,1
46.0,dome,astroturf,1224.0,-21.0,,,,other,62.0,1
46.0,dome,astroturf,863.0,-18.0,,,,other,62.0,1
33.0,dome,astroturf,1513.0,0.0,,,,other,,1
39.0,dome,astroturf,345.0,11.0,,,,other,,1
43.0,dome,astroturf,181.0,14.0,,,,other,,1
37.0,outdoors,grass,71.0,7.0,8.0,NW,53.0,other,75.0,1
50.0,outdoors,grass,1296.0,10.0,8.0,NW,53.0,other,75.0,0
27.0,outdoors,grass,489.0,-10.0,8.0,NW,53.0,other,75.0,1
25.0,outdoors,grass,1047.0,0.0,9.0,EAST,60.0,clear,84.0,1
23.0,outdoors,grass,311.0,4.0,9.0,EAST,60.0,clear,84.0,1
30.0,outdoors,grass,7.0,-7.0,9.0,EAST,60.0,clear,84.0,1
34.0,outdoors,grass,1489.0,4.0,9.0,EAST,60.0,clear,84.0,1
35.0,outdoors,grass,120.0,0.0,9.0,EAST,60.0,clear,84.0,0
35.0,outdoors,grass,726.0,0.0,9.0,EAST,60.0,clear,84.0,0
28.0,dome,fieldturf,1328.0,-21.0,,,,other,,1
42.0,dome,fieldturf,1080.0,18.0,,,,other,,1
39.0,open,grass,1001.0,-7.0,3.0,VARIABLE,32.0,clear,79.0,1
40.0,open,grass,548.0,-4.0,3.0,VARIABLE,32.0,clear,79.0,1
39.0,outdoors,fieldturf,27.0,-7.0,9.0,NORTH,89.0,cloudy,51.0,1
46.0,outdoors,grass,1562.0,0.0,8.0,,50.0,clear,58.0,0
44.0,outdoors,grass,1343.0,0.0,8.0,,50.0,clear,58.0,1
50.0,outdoors,grass,1082.0,3.0,8.0,,50.0,clear,58.0,1
46.0,outdoors,grass,39.0,-13.0,8.0,,50.0,clear,58.0,1
43.0,outdoors,grass,5.0,10.0,8.0,,50.0,clear,58.0,0
42.0,outdoors,grass,1670.0,-10.0,8.0,,50.0,clear,58.0,1
42.0,outdoors,grass,1081.0,14.0,8.0,,50.0,clear,58.0,1
32.0,outdoors,grass,229.0,3.0,8.0,,50.0,clear,58.0,1
31.0,outdoors,grass,585.0,7.0,7.0,NW,72.0,clear,65.0,0
50.0,outdoors,grass,3.0,14.0,7.0,NW,72.0,clear,65.0,0
39.0,outdoors,grass,1435.0,14.0,7.0,NW,72.0,clear,65.0,0
27.0,outdoors,grass,129.0,14.0,7.0,NW,72.0,clear,65.0,1
40.0,outdoors,grass,1204.0,14.0,3.0,VARIABLE,54.0,clear,67.0,1
32.0,outdoors,grass,757.0,17.0,3.0,VARIABLE,54.0,clear,67.0,1
53.0,outdoors,grass,136.0,-20.0,3.0,VARIABLE,54.0,clear,67.0,1
34.0,outdoors,grass,649.0,24.0,3.0,VARIABLE,54.0,clear,67.0,1
20.0,outdoors,astroplay,1387.0,0.0,6.0,N,83.0,cloudy,44.0,1
49.0,outdoors,grass,1055.0,-5.0,5.0,SSW,50.0,cloudy,45.0,0
20.0,outdoors,grass,182.0,-19.0,5.0,SSW,50.0,cloudy,45.0,1
49.0,outdoors,grass,248.0,30.0,5.0,SSW,50.0,cloudy,45.0,1
24.0,dome,fieldturf,1219.0,0.0,7.0,SE,76.0,other,78.0,1
46.0,dome,fieldturf,4.0,4.0,7.0,SE,76.0,other,78.0,1
29.0,dome,fieldturf,1458.0,-7.0,7.0,SE,76.0,other,78.0,1
42.0,dome,fieldturf,41.0,-3.0,7.0,SE,76.0,other,78.0,1
31.0,dome,fieldturf,628.0,0.0,7.0,SE,76.0,other,78.0,1
27.0,outdoors,grass,1609.0,0.0,15.0,,80.0,rain,62.0,1
48.0,outdoors,grass,200.0,3.0,15.0,,80.0,rain,62.0,0
29.0,outdoors,grass,28.0,-3.0,15.0,,80.0,rain,62.0,1
28.0,outdoors,grass,1120.0,0.0,15.0,,80.0,rain,62.0,1
38.0,outdoors,grass,129.0,3.0,15.0,,80.0,rain,62.0,1
41.0,outdoors,grass,1024.0,0.0,8.0,ESE,60.0,rain,82.0,0
24.0,outdoors,grass,659.0,0.0,8.0,ESE,60.0,rain,82.0,1
26.0,outdoors,grass,1468.0,10.0,8.0,ESE,60.0,rain,82.0,1
50.0,outdoors,grass,1030.0,13.0,8.0,ESE,60.0,rain,82.0,1
48.0,outdoors,grass,349.0,16.0,8.0,ESE,60.0,rain,82.0,0
45.0,outdoors,sportturf,1526.0,0.0,12.0,,,rain,67.0,0
28.0,outdoors,sportturf,1235.0,0.0,12.0,,,rain,67.0,1
25.0,outdoors,sportturf,644.0,-3.0,12.0,,,rain,67.0,1
39.0,outdoors,sportturf,465.0,0.0,12.0,,,rain,67.0,1
22.0,outdoors,sportturf,1.0,3.0,12.0,,,rain,67.0,1
22.0,outdoors,sportturf,1333.0,-6.0,12.0,,,rain,67.0,1
29.0,outdoors,sportturf,184.0,10.0,12.0,,,rain,67.0,1
37.0,outdoors,grass,3.0,7.0,10.0,NW,70.0,cloudy,46.0,1
32.0,outdoors,grass,560.0,16.0,10.0,NW,70.0,cloudy,46.0,0
31.0,dome,astroturf,948.0,0.0,,,,other,,1
29.0,dome,astroturf,1178.0,10.0,,,,other,,1
22.0,dome,astroturf,319.0,6.0,,,,other,,1
44.0,outdoors,grass,1418.0,7.0,3.0,VARIABLE,12.0,other,79.0,1
51.0,outdoors,grass,1123.0,-10.0,3.0,VARIABLE,12.0,other,79.0,1
36.0,outdoors,grass,312.0,16.0,3.0,VARIABLE,12.0,other,79.0,0
51.0,dome,astroturf,1517.0,0.0,,,,other,58.0,1
54.0,dome,astroturf,408.0,-4.0,,,,other,58.0,0
20.0,dome,astroturf,214.0,4.0,,,,other,58.0,1
44.0,dome,astroturf,9.0,0.0,,,,other,58.0,1
37.0,dome,astroturf,1698.0,3.0,,,,other,58.0,1
30.0,outdoors,grass,1463.0,0.0,14.0,SOUTH,81.0,cloudy,67.0,1
55.0,outdoors,grass,3.0,-4.0,14.0,SOUTH,81.0,cloudy,67.0,0
55.0,outdoors,grass,697.0,-3.0,14.0,SOUTH,81.0,cloudy,67.0,0
30.0,outdoors,grass,74.0,4.0,14.0,SOUTH,81.0,cloudy,67.0,1
30.0,outdoors,grass,62.0,0.0,5.0,NE,86.0,rain,49.0,1
27.0,outdoors,grass,4.0,-3.0,5.0,NE,86.0,rain,49.0,1
25.0,outdoors,grass,909.0,-7.0,5.0,NE,86.0,rain,49.0,1
49.0,outdoors,grass,549.0,4.0,5.0,NE,86.0,rain,49.0,0
45.0,outdoors,grass,893.0,-1.0,3.0,VARIABLE,17.0,other,80.0,0
53.0,outdoors,grass,32.0,1.0,3.0,VARIABLE,17.0,other,80.0,1
41.0,outdoors,grass,1532.0,4.0,3.0,VARIABLE,17.0,other,80.0,0
20.0,outdoors,grass,1382.0,4.0,3.0,VARIABLE,17.0,other,80.0,1
37.0,outdoors,grass,782.0,7.0,3.0,VARIABLE,17.0,other,80.0,0
35.0,outdoors,grass,191.0,0.0,3.0,VARIABLE,17.0,other,80.0,0
50.0,outdoors,grass,5.0,0.0,3.0,VARIABLE,17.0,other,80.0,0
39.0,outdoors,grass,613.0,0.0,3.0,VARIABLE,17.0,other,80.0,1
47.0,outdoors,dessograss,1326.0,7.0,8.0,SOUTH,93.0,rain,59.0,0
20.0,outdoors,dessograss,54.0,0.0,8.0,SOUTH,93.0,rain,59.0,1
22.0,outdoors,dessograss,1453.0,3.0,8.0,SOUTH,93.0,rain,59.0,1
43.0,outdoors,grass,1634.0,0.0,10.0,EAST,,other,80.0,1
49.0,outdoors,grass,863.0,-10.0,10.0,EAST,,other,80.0,1
43.0,outdoors,grass,6.0,7.0,10.0,EAST,,other,80.0,1
33.0,outdoors,grass,111.0,17.0,10.0,EAST,,other,80.0,1
23.0,closed,grass,908.0,0.0,9.0,SE,74.0,cloudy,81.0,1
31.0,outdoors,grass,258.0,-7.0,9.0,WEST,38.0,other,75.0,1
34.0,outdoors,grass,796.0,3.0,9.0,WEST,38.0,other,75.0,0
21.0,dome,astroturf,1577.0,0.0,,,,other,,1
43.0,dome,astroturf,1247.0,-4.0,,,,other,,1
47.0,dome,astroturf,1433.0,-6.0,,,,other,,1
37.0,dome,astroturf,1051.0,-3.0,,,,other,,1
27.0,dome,astroturf,160.0,7.0,,,,other,,1
50.0,outdoors,grass,676.0,-7.0,14.0,NE,64.0,clear,82.0,1
44.0,outdoors,grass,149.0,-4.0,14.0,NE,64.0,clear,82.0,1
25.0,outdoors,grass,1.0,-1.0,14.0,NE,64.0,clear,82.0,1
23.0,outdoors,grass,191.0,-9.0,14.0,NE,64.0,clear,82.0,1
24.0,outdoors,sportturf,822.0,-7.0,0.0,,66.0,clear,71.0,1
23.0,outdoors,sportturf,1500.0,4.0,0.0,,66.0,clear,71.0,1
32.0,outdoors,sportturf,922.0,0.0,0.0,,66.0,clear,71.0,1
23.0,outdoors,sportturf,634.0,3.0,0.0,,66.0,clear,71.0,1
44.0,outdoors,grass,1269.0,7.0,0.0,,100.0,fog,35.0,0
43.0,outdoors,grass,693.0,0.0,0.0,,100.0,fog,35.0,1
40.0,outdoors,grass,482.0,-3.0,0.0,,100.0,fog,35.0,1
46.0,outdoors,grass,6.0,-7.0,0.0,,100.0,fog,35.0,1
28.0,outdoors,grass,672.0,-4.0,0.0,,100.0,fog,35.0,1
36.0,outdoors,grass,3.0,-7.0,9.0,,62.0,cloudy,82.0,0
39.0,outdoors,grass,238.0,7.0,9.0,,62.0,cloudy,82.0,0
47.0,outdoors,grass,13.0,0.0,9.0,,62.0,cloudy,82.0,1
39.0,outdoors,fieldturf,867.0,-7.0,5.0,SOUTH,70.0,clear,66.0,1
36.0,outdoors,fieldturf,27.0,3.0,5.0,SOUTH,70.0,clear,66.0,1
39.0,outdoors,fieldturf,682.0,0.0,5.0,SOUTH,70.0,clear,66.0,0
51.0,outdoors,fieldturf,242.0,0.0,5.0,SOUTH,70.0,clear,66.0,0
29.0,outdoors,fieldturf,8.0,0.0,5.0,SOUTH,70.0,clear,66.0,1
54.0,dome,fieldturf,1679.0,0.0,,,68.0,other,71.0,1
55.0,dome,fieldturf,1347.0,-3.0,,,68.0,other,71.0,0
55.0,dome,fieldturf,5.0,-10.0,,,68.0,other,71.0,1
42.0,dome,fieldturf,770.0,7.0,,,68.0,other,71.0,1
24.0,dome,fieldturf,558.0,-10.0,,,68.0,other,71.0,1
39.0,dome,fieldturf,356.0,7.0,,,68.0,other,71.0,1
21.0,dome,fieldturf,1710.0,0.0,,,,other,73.0,1
40.0,dome,fieldturf,199.0,-3.0,,,,other,73.0,1
25.0,dome,fieldturf,43.0,0.0,,,,other,73.0,1
25.0,dome,fieldturf,1537.0,-3.0,,,,other,73.0,1
41.0,dome,fieldturf,1034.0,0.0,,,,other,73.0,0
40.0,dome,fieldturf,470.0,7.0,,,,other,73.0,1
46.0,dome,fieldturf,323.0,-10.0,,,,other,73.0,1
36.0,outdoors,fieldturf,1586.0,0.0,8.0,S,68.0,clear,44.0,1
49.0,outdoors,fieldturf,736.0,-3.0,8.0,S,68.0,clear,44.0,1
46.0,outdoors,fieldturf,433.0,0.0,8.0,S,68.0,clear,44.0,1
34.0,outdoors,fieldturf,1542.0,3.0,8.0,S,68.0,clear,44.0,1
33.0,outdoors,fieldturf,1137.0,-6.0,8.0,S,68.0,clear,44.0,1
21.0,outdoors,fieldturf,206.0,-10.0,8.0,S,68.0,clear,44.0,1
38.0,outdoors,grass,1418.0,0.0,0.0,CALM,96.0,rain,57.0,1
46.0,outdoors,grass,1041.0,-3.0,0.0,CALM,96.0,rain,57.0,0
22.0,outdoors,grass,1170.0,10.0,0.0,CALM,96.0,rain,57.0,1
39.0,outdoors,grass,1542.0,-7.0,12.0,WEST,55.0,cloudy,58.0,1
44.0,outdoors,grass,568.0,11.0,12.0,WEST,55.0,cloudy,58.0,1
53.0,outdoors,grass,2.0,21.0,12.0,WEST,55.0,cloudy,58.0,0
23.0,outdoors,dessograss,1255.0,0.0,5.0,VARIABLE,38.0,other,38.0,0
20.0,outdoors,dessograss,12.0,-7.0,5.0,VARIABLE,38.0,other,38.0,1
41.0,dome,astroturf,1228.0,-14.0,,,,other,,1
25.0,dome,astroturf,616.0,-11.0,,,,other,,1
41.0,dome,astroturf,1526.0,-2.0,,,,other,,1
49.0,dome,astroturf,897.0,-1.0,,,,other,,1
46.0,dome,astroturf,554.0,2.0,,,,other,,1
48.0,dome,astroturf,337.0,5.0,,,,other,,1
27.0,dome,astroturf,105.0,8.0,,,,other,,1
41.0,outdoors,fieldturf,651.0,-7.0,5.0,,77.0,cloudy,55.0,1
29.0,outdoors,fieldturf,33.0,-4.0,5.0,,77.0,cloudy,55.0,1
51.0,outdoors,fieldturf,1690.0,1.0,5.0,,77.0,cloudy,55.0,1
24.0,dome,fieldturf,1016.0,0.0,,,70.0,other,72.0,1
43.0,dome,fieldturf,694.0,-3.0,,,70.0,other,72.0,1
48.0,dome,fieldturf,477.0,0.0,,,70.0,other,72.0,0
25.0,dome,fieldturf,164.0,0.0,,,70.0,other,72.0,1
30.0,dome,fieldturf,1072.0,-4.0,,,70.0,other,72.0,1
41.0,dome,fieldturf,729.0,1.0,,,70.0,other,72.0,0
48.0,dome,fieldturf,44.0,-1.0,,,70.0,other,72.0,1
50.0,outdoors,grass,1620.0,0.0,8.0,SE,57.0,cloudy,45.0,1
29.0,outdoors,grass,241.0,4.0,8.0,SE,57.0,cloudy,45.0,1
27.0,outdoors,grass,4.0,7.0,8.0,SE,57.0,cloudy,45.0,1
22.0,outdoors,grass,943.0,-17.0,8.0,SE,57.0,cloudy,45.0,1
45.0,outdoors,grass,1321.0,-7.0,7.0,EAST,51.0,clear,43.0,1
40.0,outdoors,grass,157.0,4.0,7.0,EAST,51.0,clear,43.0,1
33.0,outdoors,grass,1012.0,0.0,7.0,EAST,51.0,clear,43.0,1
40.0,outdoors,grass,157.0,4.0,7.0,EAST,51.0,clear,43.0,1
27.0,outdoors,grass,672.0,0.0,15.0,,77.0,other,62.0,1
26.0,outdoors,grass,415.0,3.0,15.0,,77.0,other,62.0,1
27.0,outdoors,grass,588.0,-1.0,15.0,,77.0,other,62.0,1
35.0,outdoors,grass,321.0,28.0,6.0,NE,50.0,clear,49.0,1
48.0,outdoors,grass,184.0,-7.0,10.0,SOUTH,75.0,cloudy,61.0,1
22.0,outdoors,grass,209.0,5.0,10.0,SOUTH,75.0,cloudy,61.0,1
38.0,outdoors,grass,548.0,0.0,10.0,SOUTH,75.0,cloudy,61.0,1
47.0,outdoors,grass,310.0,0.0,8.0,,96.0,rain,39.0,0
21.0,outdoors,grass,1473.0,-7.0,8.0,,96.0,rain,39.0,1
45.0,outdoors,grass,1046.0,4.0,8.0,,96.0,rain,39.0,0
20.0,outdoors,grass,1650.0,0.0,4.0,NE,44.0,other,42.0,1
27.0,outdoors,grass,136.0,4.0,4.0,NE,44.0,other,42.0,1
34.0,outdoors,grass,1420.0,0.0,4.0,NE,44.0,other,42.0,1
49.0,outdoors,grass,1063.0,-3.0,4.0,NE,44.0,other,42.0,0
48.0,outdoors,grass,604.0,-3.0,4.0,NE,44.0,other,42.0,1
47.0,outdoors,grass,1022.0,7.0,13.0,NW,46.0,clear,50.0,1
45.0,outdoors,grass,1415.0,3.0,13.0,NW,46.0,clear,50.0,1
39.0,outdoors,grass,165.0,1.0,13.0,NW,46.0,clear,50.0,1
34.0,outdoors,grass,1451.0,0.0,5.0,,89.0,rain,43.0,1
24.0,outdoors,grass,679.0,10.0,5.0,,89.0,rain,43.0,1
42.0,outdoors,grass,60.0,-20.0,5.0,,89.0,rain,43.0,1
26.0,outdoors,grass,1498.0,-17.0,5.0,,89.0,rain,43.0,1
29.0,outdoors,grass,541.0,35.0,5.0,,89.0,rain,43.0,1
38.0,dome,fieldturf,951.0,7.0,6.0,NORTH,74.0,other,77.0,1
28.0,dome,fieldturf,251.0,-17.0,6.0,NORTH,74.0,other,77.0,1
27.0,dome,fieldturf,11.0,14.0,6.0,NORTH,74.0,other,77.0,1
26.0,dome,fieldturf,9.0,-3.0,6.0,NORTH,74.0,other,77.0,1
54.0,dome,fieldturf,727.0,0.0,6.0,NORTH,74.0,other,77.0,0
36.0,dome,fieldturf,665.0,0.0,6.0,NORTH,74.0,other,77.0,1
23.0,outdoors,grass,676.0,0.0,16.0,EAST,60.0,clear,79.0,1
39.0,outdoors,grass,614.0,-3.0,16.0,EAST,60.0,clear,79.0,1
52.0,outdoors,grass,1093.0,0.0,16.0,EAST,60.0,clear,79.0,1
45.0,outdoors,grass,469.0,-3.0,16.0,EAST,60.0,clear,79.0,1
48.0,outdoors,grass,154.0,0.0,16.0,EAST,60.0,clear,79.0,0
43.0,outdoors,grass,551.0,0.0,16.0,EAST,60.0,clear,79.0,1
23.0,outdoors,grass,1089.0,0.0,0.0,CALM,64.0,cloudy,33.0,1
26.0,outdoors,grass,120.0,9.0,0.0,CALM,64.0,cloudy,33.0,1
31.0,outdoors,grass,788.0,7.0,5.0,SOUTH,47.0,rain,80.0,1
24.0,outdoors,grass,641.0,-10.0,5.0,SOUTH,47.0,rain,80.0,1
33.0,outdoors,grass,477.0,7.0,5.0,SOUTH,47.0,rain,80.0,1
47.0,outdoors,grass,3.0,-10.0,5.0,SOUTH,47.0,rain,80.0,1
29.0,outdoors,astroplay,896.0,2.0,3.0,,80.0,cloudy,47.0,0
44.0,outdoors,astroplay,581.0,2.0,3.0,,80.0,cloudy,47.0,0
23.0,outdoors,astroplay,130.0,2.0,3.0,,80.0,cloudy,47.0,1
41.0,outdoors,astroplay,1544.0,1.0,3.0,,80.0,cloudy,47.0,1
20.0,outdoors,astroplay,1182.0,-4.0,3.0,,80.0,cloudy,47.0,1
34.0,outdoors,astroplay,208.0,1.0,3.0,,80.0,cloudy,47.0,1
33.0,outdoors,grass,1286.0,0.0,6.0,SOUTHWEST,96.0,rain,60.0,1
44.0,outdoors,grass,1004.0,-3.0,6.0,SOUTHWEST,96.0,rain,60.0,0
48.0,outdoors,grass,924.0,10.0,6.0,SOUTHWEST,96.0,rain,60.0,0
39.0,outdoors,grass,476.0,-10.0,6.0,SOUTHWEST,96.0,rain,60.0,1
27.0,outdoors,grass,382.0,0.0,4.0,S,96.0,rain,54.0,1
48.0,outdoors,grass,62.0,3.0,4.0,S,96.0,rain,54.0,0
37.0,outdoors,grass,1.0,-3.0,4.0,S,96.0,rain,54.0,1
39.0,outdoors,grass,1537.0,0.0,4.0,S,96.0,rain,54.0,1
44.0,outdoors,grass,1049.0,-4.0,4.0,S,96.0,rain,54.0,0
39.0,outdoors,grass,1118.0,-7.0,6.0,SOUTHWEST,72.0,cloudy,55.0,0
