kick_distance,roof,surface,half_seconds_remaining,score_differential,wind_speed_mph,wind_dir,humidity_pct,weather_type,temp_f,fg_made
31.0,dome,astroturf,580.0,-4.0,,,,unknown,,1
33.0,dome,astroturf,3.0,8.0,,,,unknown,,1
26.0,dome,astroturf,1482.0,-11.0,,,,unknown,,1
32.0,outdoors,astroturf,1059.0,7.0,6.0,,,unknown,64.0,1
36.0,outdoors,astroturf,58.0,-10.0,6.0,,,unknown,64.0,1
24.0,outdoors,astroturf,1546.0,-7.0,6.0,,,unknown,64.0,1
37.0,outdoors,grass,960.0,7.0,8.0,,,unknown,71.0,1
51.0,outdoors,grass,140.0,10.0,8.0,,,unknown,71.0,0
25.0,outdoors,grass,40.0,-10.0,8.0,,,unknown,71.0,1
40.0,outdoors,grass,728.0,-7.0,8.0,,,unknown,71.0,1
31.0,dome,astroturf,1569.0,0.0,,,,unknown,,1
39.0,dome,astroturf,819.0,4.0,,,,unknown,,1
24.0,dome,astroturf,407.0,7.0,,,,unknown,,1
51.0,dome,astroturf,17.0,-10.0,,,,unknown,,1
50.0,outdoors,grass,900.0,14.0,8.0,,,unknown,75.0,1
51.0,outdoors,grass,900.0,31.0,8.0,,,unknown,75.0,1
53.0,outdoors,grass,453.0,34.0,8.0,,,unknown,75.0,0
47.0,dome,astroturf,715.0,7.0,,,,unknown,,0
49.0,dome,astroturf,13.0,0.0,,,,unknown,,1
22.0,dome,astroturf,982.0,-4.0,,,,unknown,,1
46.0,dome,astroturf,791.0,1.0,,,,unknown,,0
46.0,dome,astroturf,26.0,-1.0,,,,unknown,,1
24.0,dome,astroturf,1479.0,7.0,,,,unknown,,1
43.0,dome,astroturf,1294.0,-10.0,,,,unknown,,1
30.0,dome,astroturf,78.0,-14.0,,,,unknown,,1
33.0,dome,astroturf,802.0,4.0,,,,unknown,,1
27.0,dome,astroturf,432.0,7.0,,,,unknown,,1
43.0,outdoors,astroturf,900.0,14.0,5.0,,,unknown,69.0,1
21.0,outdoors,astroturf,109.0,24.0,5.0,,,unknown,69.0,1
29.0,outdoors,astroturf,1400.0,-27.0,5.0,,,unknown,69.0,1
49.0,outdoors,grass,1692.0,0.0,10.0,,,unknown,70.0,1
21.0,outdoors,grass,1424.0,-3.0,10.0,,,unknown,70.0,1
34.0,outdoors,grass,1800.0,-7.0,10.0,,,unknown,70.0,1
34.0,outdoors,grass,1380.0,4.0,10.0,,,unknown,70.0,1
46.0,outdoors,grass,1255.0,7.0,10.0,,,unknown,70.0,0
47.0,outdoors,grass,1173.0,-7.0,10.0,,,unknown,70.0,1
44.0,outdoors,grass,360.0,4.0,10.0,,,unknown,70.0,1
19.0,outdoors,grass,1516.0,9.0,5.0,,,unknown,75.0,1
37.0,outdoors,grass,1425.0,-1.0,5.0,,,unknown,75.0,0
23.0,outdoors,grass,4.0,0.0,5.0,,,unknown,75.0,1
24.0,outdoors,grass,1502.0,-20.0,0.0,,,unknown,88.0,1
28.0,outdoors,astroturf,1572.0,0.0,8.0,,,unknown,63.0,1
28.0,outdoors,astroturf,1074.0,-3.0,8.0,,,unknown,63.0,1
34.0,outdoors,astroturf,806.0,0.0,8.0,,,unknown,63.0,0
33.0,outdoors,astroturf,516.0,7.0,8.0,,,unknown,63.0,0
59.0,outdoors,astroturf,8.0,0.0,8.0,,,unknown,63.0,0
43.0,outdoors,grass,1601.0,0.0,10.0,,,unknown,65.0,1
39.0,outdoors,grass,900.0,10.0,10.0,,,unknown,65.0,1
50.0,outdoors,grass,1390.0,0.0,18.0,,,unknown,40.0,0
19.0,outdoors,grass,798.0,14.0,18.0,,,unknown,40.0,1
29.0,outdoors,grass,625.0,17.0,18.0,,,unknown,40.0,1
54.0,outdoors,grass,16.0,-21.0,10.0,,,unknown,76.0,0
27.0,outdoors,grass,1203.0,7.0,10.0,,,unknown,76.0,1
38.0,outdoors,grass,22.0,-3.0,10.0,,,unknown,76.0,0
36.0,dome,astroturf,1139.0,0.0,,,,unknown,,0
47.0,dome,astroturf,900.0,0.0,,,,unknown,,1
49.0,dome,astroturf,772.0,-3.0,,,,unknown,,1
50.0,dome,astroturf,893.0,14.0,,,,unknown,,1
44.0,outdoors,astroturf,1493.0,0.0,20.0,,,unknown,48.0,1
29.0,outdoors,astroturf,778.0,3.0,20.0,,,unknown,48.0,0
33.0,outdoors,astroturf,1440.0,-4.0,20.0,,,unknown,48.0,1
45.0,outdoors,astroturf,175.0,5.0,20.0,,,unknown,48.0,0
25.0,outdoors,grass,1114.0,-7.0,15.0,,,unknown,47.0,1
28.0,outdoors,grass,7.0,11.0,15.0,,,unknown,47.0,1
44.0,outdoors,grass,795.0,21.0,15.0,,,unknown,47.0,1
23.0,outdoors,grass,1555.0,-7.0,14.0,,,unknown,54.0,1
55.0,outdoors,grass,900.0,4.0,14.0,,,unknown,54.0,0
41.0,outdoors,grass,525.0,-3.0,14.0,,,unknown,54.0,1
20.0,outdoors,grass,244.0,14.0,14.0,,,unknown,54.0,1
37.0,outdoors,grass,1459.0,0.0,5.0,,,unknown,51.0,1
26.0,outdoors,grass,900.0,-4.0,5.0,,,unknown,51.0,1
34.0,outdoors,grass,658.0,1.0,5.0,,,unknown,51.0,0
28.0,outdoors,grass,7.0,-1.0,5.0,,,unknown,51.0,0
50.0,dome,astroturf,1626.0,-7.0,,,,unknown,,1
29.0,dome,astroturf,1800.0,18.0,,,,unknown,,1
34.0,dome,astroturf,1545.0,-21.0,,,,unknown,,1
45.0,dome,astroturf,900.0,18.0,,,,unknown,,1
35.0,dome,astroturf,93.0,14.0,,,,unknown,,1
42.0,dome,astroturf,1800.0,0.0,,,,unknown,,0
49.0,dome,astroturf,1516.0,0.0,,,,unknown,,0
37.0,dome,astroturf,1288.0,0.0,,,,unknown,,0
39.0,dome,astroturf,900.0,0.0,,,,unknown,,1
31.0,dome,astroturf,1800.0,-10.0,,,,unknown,,1
40.0,dome,astroturf,1404.0,-7.0,,,,unknown,,1
44.0,outdoors,grass,1800.0,0.0,7.0,,,unknown,69.0,1
46.0,outdoors,grass,800.0,-10.0,7.0,,,unknown,69.0,1
55.0,outdoors,grass,41.0,7.0,7.0,,,unknown,69.0,1
41.0,outdoors,grass,900.0,10.0,7.0,,,unknown,69.0,1
24.0,outdoors,grass,262.0,6.0,7.0,,,unknown,69.0,1
27.0,dome,astroturf,827.0,14.0,,,,unknown,,1
48.0,dome,astroturf,503.0,17.0,,,,unknown,,0
24.0,dome,astroturf,1669.0,10.0,,,,unknown,,1
34.0,dome,astroturf,273.0,20.0,,,,unknown,,1
47.0,dome,astroturf,1433.0,0.0,,,,unknown,,1
38.0,dome,astroturf,1318.0,-3.0,,,,unknown,,1
34.0,dome,astroturf,900.0,0.0,,,,unknown,,1
47.0,dome,astroturf,55.0,-3.0,,,,unknown,,0
29.0,dome,astroturf,1437.0,-4.0,,,,unknown,,1
37.0,dome,astroturf,74.0,5.0,,,,unknown,,1
38.0,outdoors,grass,1701.0,0.0,10.0,,,unknown,74.0,1
28.0,outdoors,grass,170.0,17.0,10.0,,,unknown,74.0,1
33.0,outdoors,grass,8.0,20.0,10.0,,,unknown,74.0,1
22.0,outdoors,grass,1442.0,23.0,10.0,,,unknown,74.0,1
19.0,outdoors,grass,1349.0,-7.0,25.0,,,unknown,55.0,1
28.0,outdoors,grass,900.0,11.0,25.0,,,unknown,55.0,1
20.0,outdoors,grass,891.0,-14.0,25.0,,,unknown,55.0,1
38.0,outdoors,grass,1254.0,11.0,25.0,,,unknown,55.0,1
49.0,outdoors,grass,1112.0,-14.0,25.0,,,unknown,55.0,0
31.0,outdoors,grass,900.0,14.0,25.0,,,unknown,55.0,0
29.0,dome,astroturf,682.0,-2.0,,,,unknown,,1
34.0,dome,astroturf,46.0,-1.0,,,,unknown,,1
43.0,dome,astroturf,1325.0,6.0,,,,unknown,,1
44.0,dome,astroturf,598.0,2.0,,,,unknown,,1
29.0,dome,astroturf,1434.0,0.0,,,,unknown,,1
35.0,dome,astroturf,900.0,4.0,,,,unknown,,1
39.0,dome,astroturf,35.0,-14.0,,,,unknown,,1
37.0,dome,astroturf,660.0,-18.0,,,,unknown,,1
51.0,dome,astroturf,645.0,15.0,,,,unknown,,0
33.0,outdoors,grass,1491.0,0.0,13.0,,,unknown,74.0,0
43.0,outdoors,grass,8.0,14.0,13.0,,,unknown,74.0,0
46.0,outdoors,grass,900.0,14.0,13.0,,,unknown,74.0,1
28.0,outdoors,grass,672.0,0.0,11.0,,,unknown,77.0,1
23.0,outdoors,grass,10.0,-3.0,11.0,,,unknown,77.0,1
28.0,outdoors,grass,1421.0,0.0,11.0,,,unknown,77.0,1
41.0,outdoors,grass,705.0,3.0,11.0,,,unknown,77.0,0
24.0,dome,astroturf,51.0,-14.0,,,,unknown,,1
41.0,outdoors,astroturf,1645.0,-7.0,18.0,,,unknown,58.0,1
32.0,outdoors,astroturf,1800.0,-4.0,18.0,,,unknown,58.0,1
47.0,outdoors,astroturf,900.0,5.0,18.0,,,unknown,58.0,1
39.0,outdoors,astroturf,2.0,-2.0,18.0,,,unknown,58.0,1
35.0,dome,astroturf,1637.0,0.0,,,,unknown,,1
25.0,dome,astroturf,1791.0,-10.0,,,,unknown,,1
43.0,dome,astroturf,900.0,-7.0,,,,unknown,,1
35.0,outdoors,grass,1544.0,-7.0,3.0,,,unknown,89.0,1
53.0,outdoors,grass,1277.0,-4.0,3.0,,,unknown,89.0,0
35.0,outdoors,grass,357.0,3.0,3.0,,,unknown,89.0,1
57.0,outdoors,grass,58.0,-6.0,3.0,,,unknown,89.0,0
49.0,outdoors,grass,4.0,6.0,3.0,,,unknown,89.0,1
54.0,outdoors,grass,1243.0,10.0,3.0,,,unknown,89.0,0
22.0,outdoors,astroturf,900.0,7.0,5.0,,,unknown,86.0,0
38.0,outdoors,astroturf,78.0,-7.0,5.0,,,unknown,86.0,1
44.0,outdoors,astroturf,9.0,4.0,5.0,,,unknown,86.0,1
44.0,outdoors,astroturf,959.0,-14.0,5.0,,,unknown,86.0,0
47.0,outdoors,astroturf,753.0,14.0,5.0,,,unknown,86.0,1
31.0,outdoors,astroturf,83.0,-10.0,5.0,,,unknown,86.0,1
33.0,outdoors,astroturf,900.0,-7.0,8.0,,,unknown,56.0,1
42.0,outdoors,astroturf,177.0,-4.0,8.0,,,unknown,56.0,1
40.0,outdoors,astroturf,1355.0,8.0,8.0,,,unknown,56.0,1
35.0,outdoors,astroturf,846.0,12.0,8.0,,,unknown,56.0,1
20.0,outdoors,grass,1738.0,0.0,7.0,,,unknown,76.0,1
42.0,outdoors,grass,341.0,-4.0,7.0,,,unknown,76.0,0
25.0,outdoors,grass,32.0,4.0,7.0,,,unknown,76.0,1
31.0,outdoors,astroturf,1710.0,0.0,21.0,,,unknown,46.0,1
48.0,outdoors,astroturf,1501.0,3.0,21.0,,,unknown,46.0,1
47.0,outdoors,astroturf,1214.0,6.0,21.0,,,unknown,46.0,1
30.0,outdoors,astroturf,86.0,-16.0,21.0,,,unknown,46.0,1
35.0,outdoors,astroturf,697.0,20.0,21.0,,,unknown,46.0,0
34.0,outdoors,grass,71.0,0.0,16.0,,,unknown,50.0,1
38.0,outdoors,grass,1407.0,-3.0,16.0,,,unknown,50.0,1
20.0,outdoors,grass,4.0,0.0,16.0,,,unknown,50.0,0
41.0,outdoors,grass,885.0,0.0,16.0,,,unknown,50.0,0
38.0,outdoors,grass,639.0,0.0,16.0,,,unknown,50.0,1
22.0,outdoors,grass,110.0,-7.0,30.0,,,unknown,42.0,1
26.0,outdoors,grass,900.0,18.0,30.0,,,unknown,42.0,1
32.0,outdoors,grass,2.0,14.0,5.0,,,unknown,67.0,0
39.0,outdoors,grass,1468.0,-14.0,5.0,,,unknown,67.0,1
52.0,dome,astroturf,1477.0,-7.0,,,,unknown,,1
22.0,dome,astroturf,75.0,-11.0,,,,unknown,,1
28.0,dome,astroturf,732.0,15.0,,,,unknown,,1
32.0,outdoors,astroturf,1.0,-14.0,8.0,,,unknown,63.0,0
26.0,outdoors,astroturf,1313.0,14.0,8.0,,,unknown,63.0,1
49.0,outdoors,astroturf,1676.0,-7.0,0.0,,,unknown,60.0,1
50.0,outdoors,astroturf,676.0,11.0,0.0,,,unknown,60.0,0
29.0,outdoors,astroturf,27.0,-11.0,0.0,,,unknown,60.0,1
32.0,outdoors,astroturf,1671.0,-8.0,0.0,,,unknown,60.0,0
20.0,outdoors,astroturf,1430.0,-8.0,0.0,,,unknown,60.0,1
30.0,outdoors,astroturf,900.0,3.0,0.0,,,unknown,60.0,1
28.0,outdoors,grass,1268.0,7.0,5.0,,,unknown,77.0,1
24.0,outdoors,grass,643.0,-10.0,5.0,,,unknown,77.0,1
26.0,outdoors,grass,13.0,-7.0,5.0,,,unknown,77.0,1
50.0,outdoors,grass,555.0,-4.0,5.0,,,unknown,77.0,1
53.0,outdoors,grass,65.0,-1.0,5.0,,,unknown,77.0,1
25.0,outdoors,astroturf,900.0,-14.0,10.0,,,unknown,66.0,1
39.0,outdoors,astroturf,1642.0,4.0,10.0,,,unknown,66.0,0
19.0,outdoors,astroturf,112.0,-3.0,10.0,,,unknown,66.0,1
50.0,outdoors,astroturf,4.0,0.0,10.0,,,unknown,66.0,1
40.0,outdoors,astroturf,1233.0,0.0,5.0,,,unknown,60.0,0
45.0,outdoors,astroturf,875.0,-7.0,5.0,,,unknown,60.0,0
36.0,outdoors,astroturf,1376.0,14.0,5.0,,,unknown,60.0,1
44.0,outdoors,grass,1800.0,0.0,0.0,,,unknown,48.0,1
38.0,outdoors,grass,1624.0,-3.0,0.0,,,unknown,48.0,0
23.0,outdoors,grass,900.0,-3.0,0.0,,,unknown,48.0,1
29.0,outdoors,grass,648.0,-7.0,7.0,,,unknown,64.0,1
28.0,outdoors,grass,586.0,4.0,7.0,,,unknown,64.0,1
33.0,outdoors,grass,120.0,-7.0,7.0,,,unknown,64.0,0
38.0,outdoors,grass,727.0,-7.0,7.0,,,unknown,64.0,0
26.0,outdoors,grass,542.0,7.0,7.0,,,unknown,64.0,1
28.0,outdoors,grass,5.0,-3.0,7.0,,,unknown,64.0,1
36.0,outdoors,grass,614.0,0.0,7.0,,,unknown,64.0,1
48.0,outdoors,grass,558.0,7.0,8.0,,,unknown,70.0,0
24.0,outdoors,grass,20.0,-7.0,8.0,,,unknown,70.0,1
38.0,outdoors,grass,900.0,3.0,8.0,,,unknown,70.0,1
23.0,outdoors,grass,900.0,-7.0,18.0,,,unknown,46.0,1
33.0,outdoors,grass,737.0,-4.0,18.0,,,unknown,46.0,1
46.0,outdoors,grass,5.0,2.0,18.0,,,unknown,46.0,1
45.0,outdoors,grass,1274.0,3.0,18.0,,,unknown,46.0,1
31.0,outdoors,grass,900.0,6.0,18.0,,,unknown,46.0,1
45.0,outdoors,astroturf,1800.0,0.0,6.0,,,unknown,70.0,1
29.0,outdoors,astroturf,891.0,17.0,6.0,,,unknown,70.0,1
48.0,outdoors,astroturf,92.0,-27.0,6.0,,,unknown,70.0,1
34.0,outdoors,astroturf,1.0,24.0,6.0,,,unknown,70.0,1
19.0,outdoors,grass,1129.0,-7.0,8.0,,,unknown,74.0,1
27.0,outdoors,grass,900.0,4.0,8.0,,,unknown,74.0,1
23.0,outdoors,grass,195.0,7.0,8.0,,,unknown,74.0,1
52.0,outdoors,grass,114.0,0.0,0.0,,,unknown,62.0,1
45.0,outdoors,grass,2.0,-3.0,0.0,,,unknown,62.0,1
39.0,outdoors,grass,1030.0,-14.0,0.0,,,unknown,62.0,0
32.0,outdoors,grass,900.0,14.0,0.0,,,unknown,62.0,1
38.0,outdoors,grass,900.0,7.0,5.0,,,unknown,58.0,0
44.0,outdoors,grass,666.0,-7.0,5.0,,,unknown,58.0,1
24.0,outdoors,grass,657.0,4.0,5.0,,,unknown,58.0,1
45.0,outdoors,grass,50.0,-7.0,5.0,,,unknown,58.0,1
50.0,outdoors,grass,1633.0,4.0,5.0,,,unknown,58.0,0
21.0,outdoors,grass,1249.0,4.0,5.0,,,unknown,58.0,1
28.0,outdoors,grass,626.0,7.0,5.0,,,unknown,58.0,0
37.0,outdoors,grass,25.0,7.0,5.0,,,unknown,58.0,1
30.0,outdoors,grass,1013.0,7.0,7.0,,,unknown,26.0,1
24.0,outdoors,grass,449.0,12.0,7.0,,,unknown,26.0,1
37.0,outdoors,grass,1671.0,0.0,7.0,,,unknown,26.0,0
33.0,outdoors,grass,1011.0,0.0,7.0,,,unknown,26.0,1
38.0,outdoors,grass,428.0,-3.0,7.0,,,unknown,26.0,1
44.0,outdoors,grass,85.0,0.0,7.0,,,unknown,26.0,1
53.0,outdoors,grass,12.0,-3.0,7.0,,,unknown,26.0,1
44.0,outdoors,grass,116.0,-7.0,10.0,,,unknown,62.0,0
24.0,outdoors,grass,841.0,-9.0,10.0,,,unknown,62.0,1
29.0,outdoors,grass,1380.0,0.0,16.0,,,unknown,60.0,1
29.0,outdoors,grass,6.0,-4.0,16.0,,,unknown,60.0,1
38.0,outdoors,grass,1645.0,1.0,16.0,,,unknown,60.0,1
43.0,outdoors,grass,1558.0,0.0,11.0,,,unknown,55.0,0
40.0,outdoors,grass,1396.0,0.0,11.0,,,unknown,55.0,1
20.0,outdoors,grass,1.0,3.0,11.0,,,unknown,55.0,1
49.0,outdoors,grass,1217.0,13.0,11.0,,,unknown,55.0,1
39.0,outdoors,astroturf,1606.0,0.0,16.0,,,unknown,48.0,1
20.0,outdoors,astroturf,115.0,-4.0,16.0,,,unknown,48.0,1
24.0,outdoors,astroturf,6.0,1.0,16.0,,,unknown,48.0,1
44.0,outdoors,astroturf,160.0,10.0,16.0,,,unknown,48.0,0
30.0,outdoors,grass,1141.0,0.0,0.0,,,unknown,65.0,1
24.0,outdoors,grass,685.0,3.0,0.0,,,unknown,65.0,1
47.0,outdoors,grass,104.0,6.0,0.0,,,unknown,65.0,0
53.0,dome,astroturf,894.0,7.0,,,,unknown,,0
27.0,dome,astroturf,1634.0,-14.0,,,,unknown,,1
35.0,outdoors,astroturf,1077.0,-14.0,0.0,,,unknown,46.0,1
29.0,outdoors,astroturf,647.0,18.0,0.0,,,unknown,46.0,1
33.0,outdoors,astroturf,512.0,-21.0,0.0,,,unknown,46.0,1
29.0,outdoors,astroturf,1600.0,4.0,0.0,,,unknown,46.0,1
25.0,outdoors,astroturf,592.0,7.0,0.0,,,unknown,46.0,0
35.0,outdoors,grass,900.0,0.0,10.0,,,unknown,58.0,1
30.0,outdoors,grass,500.0,4.0,10.0,,,unknown,58.0,0
23.0,outdoors,grass,30.0,4.0,10.0,,,unknown,58.0,1
22.0,outdoors,grass,776.0,14.0,10.0,,,unknown,58.0,1
46.0,outdoors,grass,1257.0,7.0,16.0,,,unknown,54.0,1
31.0,outdoors,grass,65.0,3.0,16.0,,,unknown,54.0,1
33.0,outdoors,grass,1292.0,6.0,16.0,,,unknown,54.0,1
33.0,outdoors,grass,1322.0,0.0,5.0,,,unknown,55.0,1
30.0,outdoors,grass,528.0,-4.0,5.0,,,unknown,55.0,1
47.0,outdoors,grass,513.0,1.0,5.0,,,unknown,55.0,1
37.0,outdoors,grass,1645.0,-3.0,5.0,,,unknown,55.0,1
44.0,outdoors,grass,217.0,0.0,5.0,,,unknown,55.0,0
44.0,outdoors,grass,3.0,0.0,5.0,,,unknown,55.0,1
52.0,outdoors,astroturf,1267.0,0.0,6.0,,,unknown,57.0,0
47.0,outdoors,astroturf,68.0,0.0,6.0,,,unknown,57.0,0
47.0,outdoors,astroturf,1173.0,-7.0,6.0,,,unknown,57.0,0
36.0,outdoors,astroturf,900.0,7.0,6.0,,,unknown,57.0,1
23.0,outdoors,astroturf,120.0,17.0,6.0,,,unknown,57.0,1
28.0,outdoors,astroturf,1306.0,0.0,17.0,,,unknown,40.0,1
51.0,dome,astroturf,1516.0,-7.0,,,,unknown,,1
42.0,dome,astroturf,900.0,-4.0,,,,unknown,,1
45.0,dome,astroturf,797.0,-1.0,,,,unknown,,1
35.0,dome,astroturf,11.0,-6.0,,,,unknown,,1
24.0,dome,astroturf,1800.0,-3.0,,,,unknown,,0
33.0,dome,astroturf,1800.0,0.0,,,,unknown,,1
30.0,dome,astroturf,1526.0,3.0,,,,unknown,,1
22.0,dome,astroturf,5.0,1.0,,,,unknown,,1
37.0,dome,astroturf,900.0,4.0,,,,unknown,,1
43.0,outdoors,grass,1320.0,0.0,0.0,,,unknown,52.0,1
34.0,outdoors,grass,482.0,-10.0,0.0,,,unknown,52.0,1
47.0,outdoors,grass,1592.0,-14.0,0.0,,,unknown,52.0,0
28.0,outdoors,grass,5.0,0.0,0.0,,,unknown,52.0,0
27.0,outdoors,grass,713.0,0.0,0.0,,,unknown,52.0,1
40.0,dome,astroturf,1468.0,-7.0,,,,unknown,,1
40.0,dome,astroturf,814.0,-11.0,,,,unknown,,1
25.0,dome,astroturf,1800.0,0.0,,,,unknown,,1
42.0,dome,astroturf,900.0,-3.0,,,,unknown,,1
40.0,dome,astroturf,76.0,0.0,,,,unknown,,1
37.0,dome,astroturf,656.0,10.0,,,,unknown,,1
27.0,outdoors,grass,555.0,-7.0,15.0,,,unknown,38.0,1
31.0,outdoors,grass,10.0,-4.0,15.0,,,unknown,38.0,1
37.0,outdoors,grass,1331.0,6.0,15.0,,,unknown,38.0,0
33.0,outdoors,grass,1800.0,0.0,7.0,,,unknown,68.0,1
44.0,outdoors,grass,1092.0,-3.0,7.0,,,unknown,68.0,1
45.0,outdoors,grass,900.0,0.0,7.0,,,unknown,68.0,0
19.0,outdoors,grass,769.0,0.0,7.0,,,unknown,68.0,1
30.0,outdoors,grass,1366.0,3.0,7.0,,,unknown,68.0,1
41.0,outdoors,grass,1800.0,0.0,15.0,,,unknown,47.0,1
20.0,outdoors,grass,1195.0,-3.0,15.0,,,unknown,47.0,1
23.0,outdoors,grass,724.0,0.0,15.0,,,unknown,47.0,1
43.0,outdoors,grass,1133.0,-3.0,15.0,,,unknown,47.0,0
34.0,outdoors,grass,399.0,-10.0,15.0,,,unknown,47.0,1
24.0,outdoors,grass,746.0,7.0,18.0,,,unknown,42.0,1
23.0,outdoors,grass,10.0,-11.0,18.0,,,unknown,42.0,1
51.0,outdoors,grass,1668.0,-8.0,18.0,,,unknown,42.0,0
44.0,outdoors,grass,1687.0,0.0,10.0,,,unknown,75.0,1
31.0,outdoors,grass,1390.0,-3.0,10.0,,,unknown,75.0,1
48.0,outdoors,grass,389.0,0.0,10.0,,,unknown,75.0,1
32.0,outdoors,grass,40.0,-3.0,10.0,,,unknown,75.0,1
53.0,outdoors,grass,6.0,0.0,10.0,,,unknown,75.0,1
39.0,outdoors,grass,1621.0,0.0,9.0,,,unknown,45.0,1
43.0,outdoors,grass,41.0,-3.0,9.0,,,unknown,45.0,1
46.0,outdoors,grass,1494.0,-7.0,7.0,,,unknown,62.0,0
20.0,outdoors,grass,900.0,7.0,7.0,,,unknown,62.0,1
34.0,outdoors,grass,706.0,-10.0,7.0,,,unknown,62.0,1
24.0,dome,astroturf,1616.0,0.0,,,,unknown,,1
34.0,dome,astroturf,581.0,-11.0,,,,unknown,,1
41.0,outdoors,astroturf,1800.0,0.0,6.0,,,unknown,61.0,1
31.0,outdoors,astroturf,15.0,17.0,6.0,,,unknown,61.0,1
29.0,outdoors,grass,1526.0,7.0,0.0,,,unknown,65.0,1
40.0,outdoors,grass,1665.0,0.0,0.0,,,unknown,46.0,1
25.0,outdoors,grass,386.0,-3.0,0.0,,,unknown,46.0,1
32.0,outdoors,grass,3.0,0.0,0.0,,,unknown,46.0,1
38.0,outdoors,grass,1609.0,-3.0,0.0,,,unknown,46.0,1
18.0,outdoors,grass,1792.0,0.0,5.0,,,unknown,61.0,1
41.0,outdoors,grass,900.0,10.0,5.0,,,unknown,61.0,1
51.0,outdoors,grass,646.0,6.0,5.0,,,unknown,61.0,0
23.0,outdoors,grass,117.0,6.0,5.0,,,unknown,61.0,1
29.0,outdoors,astroturf,1131.0,7.0,9.0,,,unknown,55.0,1
47.0,outdoors,astroturf,540.0,-10.0,9.0,,,unknown,55.0,1
24.0,outdoors,astroturf,59.0,14.0,9.0,,,unknown,55.0,1
28.0,outdoors,astroturf,1377.0,10.0,9.0,,,unknown,55.0,1
44.0,outdoors,grass,900.0,7.0,12.0,,,unknown,72.0,1
51.0,outdoors,grass,871.0,3.0,12.0,,,unknown,72.0,0
29.0,outdoors,grass,222.0,10.0,12.0,,,unknown,72.0,1
39.0,outdoors,grass,1582.0,0.0,0.0,,,unknown,65.0,1
21.0,outdoors,grass,443.0,3.0,0.0,,,unknown,65.0,1
33.0,outdoors,grass,12.0,-6.0,0.0,,,unknown,65.0,1
27.0,outdoors,grass,868.0,10.0,0.0,,,unknown,65.0,1
42.0,dome,astroturf,1800.0,0.0,,,,unknown,,1
50.0,dome,astroturf,704.0,-3.0,,,,unknown,,1
45.0,dome,astroturf,10.0,7.0,,,,unknown,,1
46.0,dome,astroturf,1335.0,3.0,,,,unknown,,0
37.0,dome,astroturf,900.0,3.0,,,,unknown,,1
52.0,dome,astroturf,588.0,6.0,,,,unknown,,1
31.0,outdoors,grass,1362.0,-7.0,5.0,,,unknown,53.0,1
23.0,outdoors,grass,43.0,16.0,6.0,,,unknown,54.0,1
39.0,outdoors,grass,1800.0,19.0,6.0,,,unknown,54.0,0
31.0,outdoors,astroturf,1318.0,0.0,5.0,,,unknown,44.0,1
19.0,outdoors,astroturf,838.0,-3.0,5.0,,,unknown,44.0,1
46.0,outdoors,astroturf,849.0,-14.0,5.0,,,unknown,44.0,0
20.0,outdoors,grass,1582.0,0.0,4.0,,,unknown,35.0,1
40.0,outdoors,grass,900.0,-3.0,4.0,,,unknown,35.0,1
37.0,outdoors,grass,656.0,0.0,4.0,,,unknown,35.0,1
28.0,outdoors,astroturf,1703.0,0.0,4.0,,,unknown,41.0,1
49.0,outdoors,grass,164.0,-7.0,6.0,,,unknown,68.0,1
40.0,outdoors,grass,1345.0,-3.0,6.0,,,unknown,68.0,1
23.0,outdoors,grass,3.0,0.0,6.0,,,unknown,68.0,1
37.0,outdoors,grass,1686.0,0.0,7.0,,,unknown,79.0,1
25.0,outdoors,grass,1238.0,1.0,7.0,,,unknown,79.0,1
27.0,outdoors,grass,900.0,4.0,7.0,,,unknown,79.0,1
47.0,outdoors,astroturf,1790.0,0.0,12.0,,,unknown,46.0,0
24.0,outdoors,astroturf,1473.0,0.0,12.0,,,unknown,46.0,1
33.0,outdoors,astroturf,1058.0,3.0,12.0,,,unknown,46.0,1
28.0,outdoors,astroturf,655.0,-6.0,12.0,,,unknown,46.0,1
31.0,outdoors,astroturf,55.0,-3.0,12.0,,,unknown,46.0,1
46.0,outdoors,astroturf,176.0,6.0,12.0,,,unknown,46.0,1
45.0,outdoors,grass,781.0,14.0,0.0,,,unknown,41.0,0
45.0,outdoors,grass,654.0,-14.0,0.0,,,unknown,41.0,0
38.0,outdoors,grass,8.0,0.0,0.0,,,unknown,41.0,1
28.0,dome,astroturf,1185.0,-7.0,,,,unknown,,1
28.0,dome,astroturf,675.0,-4.0,,,,unknown,,1
28.0,dome,astroturf,1800.0,8.0,,,,unknown,,1
31.0,dome,astroturf,1404.0,11.0,,,,unknown,,1
26.0,dome,astroturf,1154.0,-14.0,,,,unknown,,1
50.0,outdoors,astroturf,1666.0,0.0,4.0,,,unknown,40.0,1
42.0,outdoors,astroturf,1447.0,-3.0,4.0,,,unknown,40.0,1
21.0,outdoors,astroturf,888.0,0.0,4.0,,,unknown,40.0,1
39.0,outdoors,astroturf,718.0,-3.0,4.0,,,unknown,40.0,0
48.0,outdoors,astroturf,1800.0,-3.0,4.0,,,unknown,40.0,0
21.0,outdoors,astroturf,1515.0,3.0,4.0,,,unknown,40.0,1
48.0,outdoors,astroturf,45.0,-1.0,4.0,,,unknown,40.0,1
